bench/sim_c9.gds DL
, comp_id: 2, sub_comp_id: 0,num_vertices(sg) 13, obj_value: 0.1
, comp_id: 379, sub_comp_id: 0,num_vertices(sg) 15, obj_value: 0.1
, comp_id: 388, sub_comp_id: 0,num_vertices(sg) 18, obj_value: 0.1
, comp_id: 434, sub_comp_id: 0,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 454, sub_comp_id: 0,num_vertices(sg) 15, obj_value: 0.1
, comp_id: 454, sub_comp_id: 4,num_vertices(sg) 15, obj_value: 0.1
, comp_id: 459, sub_comp_id: 1,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 460, sub_comp_id: 0,num_vertices(sg) 16, obj_value: 0.1
, comp_id: 466, sub_comp_id: 0,num_vertices(sg) 19, obj_value: 0.1
, comp_id: 482, sub_comp_id: 0,num_vertices(sg) 12, obj_value: 0.1
, comp_id: 504, sub_comp_id: 2,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 516, sub_comp_id: 0,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 522, sub_comp_id: 0,num_vertices(sg) 17, obj_value: 0.1
, comp_id: 522, sub_comp_id: 1,num_vertices(sg) 12, obj_value: 0.1
, comp_id: 522, sub_comp_id: 2,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 523, sub_comp_id: 2,num_vertices(sg) 28, obj_value: 0.2
, comp_id: 523, sub_comp_id: 6,num_vertices(sg) 15, obj_value: 0.1
, comp_id: 537, sub_comp_id: 1,num_vertices(sg) 13, obj_value: 0.1
, comp_id: 592, sub_comp_id: 0,num_vertices(sg) 23, obj_value: 6.1
, comp_id: 593, sub_comp_id: 1,num_vertices(sg) 11, obj_value: 0.1
, comp_id: 595, sub_comp_id: 0,num_vertices(sg) 12, obj_value: 0.1
, comp_id: 605, sub_comp_id: 2,num_vertices(sg) 14, obj_value: 0.1
, comp_id: 606, sub_comp_id: 2,num_vertices(sg) 14, obj_value: 0.1
, comp_id: 630, sub_comp_id: 2,num_vertices(sg) 17, obj_value: 0.1
, comp_id: 656, sub_comp_id: 0,num_vertices(sg) 14, obj_value: 0.1
, comp_id: 666, sub_comp_id: 0,num_vertices(sg) 20, obj_value: 0.1
, comp_id: 669, sub_comp_id: 2,num_vertices(sg) 12, obj_value: 0.1
, comp_id: 698, sub_comp_id: 0,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 713, sub_comp_id: 0,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 717, sub_comp_id: 0,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 717, sub_comp_id: 2,num_vertices(sg) 13, obj_value: 0.1
, comp_id: 742, sub_comp_id: 2,num_vertices(sg) 15, obj_value: 0.1
, comp_id: 745, sub_comp_id: 2,num_vertices(sg) 20, obj_value: 0.1
, comp_id: 749, sub_comp_id: 0,num_vertices(sg) 12, obj_value: 0.1
, comp_id: 760, sub_comp_id: 0,num_vertices(sg) 12, obj_value: 0.1
, comp_id: 762, sub_comp_id: 0,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 763, sub_comp_id: 0,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 778, sub_comp_id: 0,num_vertices(sg) 13, obj_value: 0.1
, comp_id: 827, sub_comp_id: 0,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 835, sub_comp_id: 2,num_vertices(sg) 16, obj_value: 0.1
, comp_id: 835, sub_comp_id: 4,num_vertices(sg) 12, obj_value: 0.1
, comp_id: 835, sub_comp_id: 5,num_vertices(sg) 14, obj_value: 0.1
, comp_id: 835, sub_comp_id: 7,num_vertices(sg) 19, obj_value: 0.1
, comp_id: 866, sub_comp_id: 0,num_vertices(sg) 17, obj_value: 0.1
, comp_id: 875, sub_comp_id: 0,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 885, sub_comp_id: 1,num_vertices(sg) 9, obj_value: 0.1
, comp_id: 886, sub_comp_id: 1,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 886, sub_comp_id: 3,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 888, sub_comp_id: 2,num_vertices(sg) 13, obj_value: 0.1
, comp_id: 892, sub_comp_id: 0,num_vertices(sg) 19, obj_value: 0.1
, comp_id: 893, sub_comp_id: 0,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 896, sub_comp_id: 0,num_vertices(sg) 17, obj_value: 0.1
, comp_id: 948, sub_comp_id: 0,num_vertices(sg) 17, obj_value: 0.1
, comp_id: 957, sub_comp_id: 0,num_vertices(sg) 12, obj_value: 0.1
, comp_id: 1023, sub_comp_id: 1,num_vertices(sg) 12, obj_value: 0.1
, comp_id: 1030, sub_comp_id: 0,num_vertices(sg) 34, obj_value: 5.2
, comp_id: 1039, sub_comp_id: 0,num_vertices(sg) 16, obj_value: 0.1
, comp_id: 1075, sub_comp_id: 0,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 1077, sub_comp_id: 2,num_vertices(sg) 15, obj_value: 0.1
, comp_id: 1081, sub_comp_id: 0,num_vertices(sg) 23, obj_value: 0.2
, comp_id: 1147, sub_comp_id: 0,num_vertices(sg) 17, obj_value: 0.1
, comp_id: 1149, sub_comp_id: 0,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 1170, sub_comp_id: 0,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 1180, sub_comp_id: 0,num_vertices(sg) 20, obj_value: 6
, comp_id: 1181, sub_comp_id: 0,num_vertices(sg) 15, obj_value: 0.1
, comp_id: 1191, sub_comp_id: 1,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 1201, sub_comp_id: 0,num_vertices(sg) 20, obj_value: 0.2
, comp_id: 1204, sub_comp_id: 0,num_vertices(sg) 32, obj_value: 6.1
, comp_id: 1211, sub_comp_id: 2,num_vertices(sg) 13, obj_value: 0.1
, comp_id: 1216, sub_comp_id: 2,num_vertices(sg) 27, obj_value: 0.2
, comp_id: 1216, sub_comp_id: 3,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 1224, sub_comp_id: 0,num_vertices(sg) 19, obj_value: 0.2
, comp_id: 1231, sub_comp_id: 1,num_vertices(sg) 15, obj_value: 0.1
, comp_id: 1258, sub_comp_id: 1,num_vertices(sg) 51, obj_value: 0.3
, comp_id: 1276, sub_comp_id: 0,num_vertices(sg) 11, obj_value: 0.1
, comp_id: 1289, sub_comp_id: 0,num_vertices(sg) 13, obj_value: 0.1
, comp_id: 1295, sub_comp_id: 1,num_vertices(sg) 13, obj_value: 0.1
, comp_id: 1309, sub_comp_id: 0,num_vertices(sg) 16, obj_value: 0.1
, comp_id: 1313, sub_comp_id: 2,num_vertices(sg) 15, obj_value: 0.1
, comp_id: 1315, sub_comp_id: 0,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 1324, sub_comp_id: 2,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 1421, sub_comp_id: 0,num_vertices(sg) 11, obj_value: 0.1
, comp_id: 1446, sub_comp_id: 0,num_vertices(sg) 13, obj_value: 0.1
, comp_id: 1449, sub_comp_id: 1,num_vertices(sg) 35, obj_value: 2.2
, comp_id: 1451, sub_comp_id: 0,num_vertices(sg) 13, obj_value: 0.1
, comp_id: 1456, sub_comp_id: 2,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 1456, sub_comp_id: 3,num_vertices(sg) 14, obj_value: 0.1
, comp_id: 1466, sub_comp_id: 0,num_vertices(sg) 13, obj_value: 0.1
, comp_id: 1477, sub_comp_id: 0,num_vertices(sg) 11, obj_value: 0.1
, comp_id: 1493, sub_comp_id: 0,num_vertices(sg) 14, obj_value: 0.1
, comp_id: 1551, sub_comp_id: 1,num_vertices(sg) 34, obj_value: 0.3
, comp_id: 1581, sub_comp_id: 2,num_vertices(sg) 14, obj_value: 0.1
, comp_id: 1598, sub_comp_id: 1,num_vertices(sg) 12, obj_value: 0.1
, comp_id: 1602, sub_comp_id: 0,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 1606, sub_comp_id: 0,num_vertices(sg) 33, obj_value: 7.1
, comp_id: 1607, sub_comp_id: 0,num_vertices(sg) 13, obj_value: 0.1
, comp_id: 1609, sub_comp_id: 0,num_vertices(sg) 12, obj_value: 0.1
, comp_id: 1609, sub_comp_id: 1,num_vertices(sg) 13, obj_value: 0.1
, comp_id: 1623, sub_comp_id: 1,num_vertices(sg) 35, obj_value: 6.2
, comp_id: 1630, sub_comp_id: 0,num_vertices(sg) 12, obj_value: 0.1
, comp_id: 1630, sub_comp_id: 1,num_vertices(sg) 14, obj_value: 0.1
, comp_id: 1651, sub_comp_id: 0,num_vertices(sg) 12, obj_value: 0.1
, comp_id: 1706, sub_comp_id: 2,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 1706, sub_comp_id: 3,num_vertices(sg) 12, obj_value: 0.1
, comp_id: 1709, sub_comp_id: 1,num_vertices(sg) 25, obj_value: 0.2
, comp_id: 1711, sub_comp_id: 1,num_vertices(sg) 22, obj_value: 0.2
, comp_id: 1738, sub_comp_id: 2,num_vertices(sg) 14, obj_value: 0.1
, comp_id: 1752, sub_comp_id: 0,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 1754, sub_comp_id: 0,num_vertices(sg) 17, obj_value: 0.1
, comp_id: 1755, sub_comp_id: 0,num_vertices(sg) 29, obj_value: 0.3
, comp_id: 1756, sub_comp_id: 0,num_vertices(sg) 33, obj_value: 7.1
, comp_id: 1758, sub_comp_id: 2,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 1772, sub_comp_id: 2,num_vertices(sg) 17, obj_value: 0.1
, comp_id: 1772, sub_comp_id: 3,num_vertices(sg) 12, obj_value: 0.1
, comp_id: 1842, sub_comp_id: 0,num_vertices(sg) 15, obj_value: 0.1
, comp_id: 1845, sub_comp_id: 0,num_vertices(sg) 17, obj_value: 0.1
, comp_id: 1845, sub_comp_id: 2,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 1865, sub_comp_id: 3,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 1880, sub_comp_id: 0,num_vertices(sg) 17, obj_value: 0.1
, comp_id: 1884, sub_comp_id: 3,num_vertices(sg) 13, obj_value: 0.1
, comp_id: 1886, sub_comp_id: 2,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 1886, sub_comp_id: 3,num_vertices(sg) 11, obj_value: 0.1
, comp_id: 1886, sub_comp_id: 6,num_vertices(sg) 15, obj_value: 5
, comp_id: 1888, sub_comp_id: 3,num_vertices(sg) 13, obj_value: 0.1
, comp_id: 1894, sub_comp_id: 0,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 1902, sub_comp_id: 0,num_vertices(sg) 17, obj_value: 0.1
, comp_id: 1909, sub_comp_id: 2,num_vertices(sg) 14, obj_value: 0.1
, comp_id: 1915, sub_comp_id: 0,num_vertices(sg) 16, obj_value: 0.1
, comp_id: 1919, sub_comp_id: 1,num_vertices(sg) 14, obj_value: 0.1
, comp_id: 1928, sub_comp_id: 0,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 1941, sub_comp_id: 0,num_vertices(sg) 14, obj_value: 0.1
, comp_id: 2018, sub_comp_id: 0,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 2022, sub_comp_id: 2,num_vertices(sg) 14, obj_value: 0.1
, comp_id: 2049, sub_comp_id: 1,num_vertices(sg) 17, obj_value: 0.1
, comp_id: 2054, sub_comp_id: 0,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 2066, sub_comp_id: 1,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 2068, sub_comp_id: 2,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 2138, sub_comp_id: 2,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 2139, sub_comp_id: 1,num_vertices(sg) 11, obj_value: 0.1
, comp_id: 2145, sub_comp_id: 0,num_vertices(sg) 12, obj_value: 0.1
, comp_id: 2149, sub_comp_id: 2,num_vertices(sg) 16, obj_value: 0.1
, comp_id: 2150, sub_comp_id: 1,num_vertices(sg) 9, obj_value: 0.1
, comp_id: 2161, sub_comp_id: 1,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 2173, sub_comp_id: 0,num_vertices(sg) 13, obj_value: 0.1
, comp_id: 2185, sub_comp_id: 0,num_vertices(sg) 13, obj_value: 0.1
, comp_id: 2209, sub_comp_id: 2,num_vertices(sg) 12, obj_value: 0.1
