bench/sim_s4.gds DL
, comp_id: 0, sub_comp_id: 32,num_vertices(sg) 19, obj_value: 2
, comp_id: 4852, sub_comp_id: 0,num_vertices(sg) 9, obj_value: 0.1
, comp_id: 4902, sub_comp_id: 0,num_vertices(sg) 9, obj_value: 0.1
, comp_id: 4938, sub_comp_id: 0,num_vertices(sg) 12, obj_value: 0.1
, comp_id: 5078, sub_comp_id: 0,num_vertices(sg) 8, obj_value: 1
, comp_id: 5231, sub_comp_id: 0,num_vertices(sg) 9, obj_value: 1
, comp_id: 5273, sub_comp_id: 1,num_vertices(sg) 8, obj_value: 0.1
, comp_id: 5587, sub_comp_id: 0,num_vertices(sg) 11, obj_value: 0.1
, comp_id: 5591, sub_comp_id: 5,num_vertices(sg) 8, obj_value: 1
, comp_id: 5730, sub_comp_id: 0,num_vertices(sg) 12, obj_value: 0.1
, comp_id: 5821, sub_comp_id: 0,num_vertices(sg) 8, obj_value: 0.1
, comp_id: 5848, sub_comp_id: 0,num_vertices(sg) 9, obj_value: 0.1
, comp_id: 5856, sub_comp_id: 4,num_vertices(sg) 9, obj_value: 1
, comp_id: 5943, sub_comp_id: 0,num_vertices(sg) 13, obj_value: 0.1
, comp_id: 5956, sub_comp_id: 1,num_vertices(sg) 11, obj_value: 0.1
, comp_id: 6407, sub_comp_id: 4,num_vertices(sg) 13, obj_value: 0.1
, comp_id: 6527, sub_comp_id: 0,num_vertices(sg) 7, obj_value: 0.1
, comp_id: 6615, sub_comp_id: 18,num_vertices(sg) 8, obj_value: 0.1
, comp_id: 6700, sub_comp_id: 0,num_vertices(sg) 12, obj_value: 0.1
, comp_id: 6771, sub_comp_id: 1,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 6772, sub_comp_id: 4,num_vertices(sg) 20, obj_value: 1
, comp_id: 6828, sub_comp_id: 0,num_vertices(sg) 9, obj_value: 0.1
, comp_id: 6854, sub_comp_id: 4,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 7491, sub_comp_id: 0,num_vertices(sg) 13, obj_value: 0.1
, comp_id: 7662, sub_comp_id: 5,num_vertices(sg) 22, obj_value: 3
, comp_id: 7679, sub_comp_id: 2,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 7707, sub_comp_id: 0,num_vertices(sg) 9, obj_value: 0.1
, comp_id: 7720, sub_comp_id: 4,num_vertices(sg) 22, obj_value: 2
, comp_id: 7774, sub_comp_id: 0,num_vertices(sg) 14, obj_value: 0.1
, comp_id: 7941, sub_comp_id: 0,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 8137, sub_comp_id: 2,num_vertices(sg) 11, obj_value: 0.1
, comp_id: 8248, sub_comp_id: 0,num_vertices(sg) 12, obj_value: 0.1
, comp_id: 8268, sub_comp_id: 0,num_vertices(sg) 11, obj_value: 0.1
, comp_id: 8353, sub_comp_id: 0,num_vertices(sg) 8, obj_value: 0.1
, comp_id: 8477, sub_comp_id: 0,num_vertices(sg) 12, obj_value: 0.1
, comp_id: 8552, sub_comp_id: 0,num_vertices(sg) 9, obj_value: 0.1
, comp_id: 8734, sub_comp_id: 0,num_vertices(sg) 13, obj_value: 0.1
, comp_id: 8752, sub_comp_id: 4,num_vertices(sg) 19, obj_value: 3
, comp_id: 8873, sub_comp_id: 1,num_vertices(sg) 12, obj_value: 0.1
, comp_id: 8935, sub_comp_id: 3,num_vertices(sg) 30, obj_value: 0.1
, comp_id: 9004, sub_comp_id: 0,num_vertices(sg) 9, obj_value: 0.1
, comp_id: 9066, sub_comp_id: 0,num_vertices(sg) 9, obj_value: 0.1
, comp_id: 9078, sub_comp_id: 1,num_vertices(sg) 8, obj_value: 0.1
, comp_id: 9087, sub_comp_id: 1,num_vertices(sg) 13, obj_value: 0.1
, comp_id: 9136, sub_comp_id: 0,num_vertices(sg) 16, obj_value: 0.2
, comp_id: 9194, sub_comp_id: 0,num_vertices(sg) 12, obj_value: 0.1
, comp_id: 9217, sub_comp_id: 0,num_vertices(sg) 9, obj_value: 3
, comp_id: 9226, sub_comp_id: 0,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 9229, sub_comp_id: 5,num_vertices(sg) 9, obj_value: 2
, comp_id: 9346, sub_comp_id: 4,num_vertices(sg) 9, obj_value: 0.1
, comp_id: 9419, sub_comp_id: 0,num_vertices(sg) 11, obj_value: 0.1
, comp_id: 9715, sub_comp_id: 0,num_vertices(sg) 11, obj_value: 0.1
, comp_id: 9715, sub_comp_id: 1,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 9750, sub_comp_id: 4,num_vertices(sg) 9, obj_value: 0.1
, comp_id: 9859, sub_comp_id: 4,num_vertices(sg) 9, obj_value: 0.1
, comp_id: 10057, sub_comp_id: 0,num_vertices(sg) 8, obj_value: 3
, comp_id: 10136, sub_comp_id: 0,num_vertices(sg) 14, obj_value: 0.1
, comp_id: 10379, sub_comp_id: 6,num_vertices(sg) 13, obj_value: 0.1
, comp_id: 10661, sub_comp_id: 5,num_vertices(sg) 8, obj_value: 1
, comp_id: 10716, sub_comp_id: 0,num_vertices(sg) 9, obj_value: 0.1
, comp_id: 10717, sub_comp_id: 0,num_vertices(sg) 8, obj_value: 1
, comp_id: 10732, sub_comp_id: 0,num_vertices(sg) 19, obj_value: 0.1
, comp_id: 10814, sub_comp_id: 0,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 11116, sub_comp_id: 0,num_vertices(sg) 12, obj_value: 0.1
, comp_id: 11241, sub_comp_id: 2,num_vertices(sg) 9, obj_value: 0.1
, comp_id: 11251, sub_comp_id: 5,num_vertices(sg) 9, obj_value: 1
, comp_id: 11257, sub_comp_id: 0,num_vertices(sg) 12, obj_value: 0.1
, comp_id: 11281, sub_comp_id: 0,num_vertices(sg) 9, obj_value: 0.1
, comp_id: 11680, sub_comp_id: 5,num_vertices(sg) 8, obj_value: 1
, comp_id: 11686, sub_comp_id: 0,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 11691, sub_comp_id: 4,num_vertices(sg) 20, obj_value: 1
, comp_id: 11714, sub_comp_id: 0,num_vertices(sg) 9, obj_value: 0.1
, comp_id: 12140, sub_comp_id: 5,num_vertices(sg) 8, obj_value: 2
, comp_id: 12532, sub_comp_id: 0,num_vertices(sg) 11, obj_value: 0.1
, comp_id: 12647, sub_comp_id: 0,num_vertices(sg) 8, obj_value: 0.1
, comp_id: 13060, sub_comp_id: 0,num_vertices(sg) 9, obj_value: 0.1
, comp_id: 13169, sub_comp_id: 0,num_vertices(sg) 12, obj_value: 0.1
, comp_id: 13262, sub_comp_id: 0,num_vertices(sg) 9, obj_value: 0.1
, comp_id: 13319, sub_comp_id: 0,num_vertices(sg) 14, obj_value: 0.1
, comp_id: 13320, sub_comp_id: 0,num_vertices(sg) 9, obj_value: 0.1
, comp_id: 13337, sub_comp_id: 0,num_vertices(sg) 8, obj_value: 0.1
, comp_id: 13365, sub_comp_id: 0,num_vertices(sg) 9, obj_value: 0.1
, comp_id: 13396, sub_comp_id: 1,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 13437, sub_comp_id: 1,num_vertices(sg) 9, obj_value: 0.1
, comp_id: 13511, sub_comp_id: 0,num_vertices(sg) 9, obj_value: 0.1
, comp_id: 13567, sub_comp_id: 2,num_vertices(sg) 8, obj_value: 0.1
, comp_id: 13666, sub_comp_id: 12,num_vertices(sg) 7, obj_value: 1
, comp_id: 13758, sub_comp_id: 0,num_vertices(sg) 9, obj_value: 0.1
, comp_id: 13998, sub_comp_id: 0,num_vertices(sg) 12, obj_value: 0.1
, comp_id: 14090, sub_comp_id: 1,num_vertices(sg) 17, obj_value: 0.1
, comp_id: 14245, sub_comp_id: 0,num_vertices(sg) 9, obj_value: 0.1
, comp_id: 14246, sub_comp_id: 5,num_vertices(sg) 8, obj_value: 2
, comp_id: 14326, sub_comp_id: 5,num_vertices(sg) 8, obj_value: 2
, comp_id: 14341, sub_comp_id: 1,num_vertices(sg) 19, obj_value: 0.1
, comp_id: 14552, sub_comp_id: 0,num_vertices(sg) 8, obj_value: 0.1
, comp_id: 14682, sub_comp_id: 0,num_vertices(sg) 9, obj_value: 1
, comp_id: 14708, sub_comp_id: 4,num_vertices(sg) 19, obj_value: 1
, comp_id: 14720, sub_comp_id: 0,num_vertices(sg) 16, obj_value: 0.1
, comp_id: 14786, sub_comp_id: 5,num_vertices(sg) 8, obj_value: 1
, comp_id: 14819, sub_comp_id: 5,num_vertices(sg) 12, obj_value: 0.1
, comp_id: 14838, sub_comp_id: 0,num_vertices(sg) 20, obj_value: 2
, comp_id: 14848, sub_comp_id: 1,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 14873, sub_comp_id: 2,num_vertices(sg) 9, obj_value: 0.1
, comp_id: 14929, sub_comp_id: 0,num_vertices(sg) 9, obj_value: 3
, comp_id: 15064, sub_comp_id: 1,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 15072, sub_comp_id: 1,num_vertices(sg) 7, obj_value: 2
, comp_id: 15190, sub_comp_id: 0,num_vertices(sg) 11, obj_value: 0.1
, comp_id: 15281, sub_comp_id: 0,num_vertices(sg) 9, obj_value: 0.1
, comp_id: 15415, sub_comp_id: 1,num_vertices(sg) 25, obj_value: 0.1
, comp_id: 15466, sub_comp_id: 1,num_vertices(sg) 9, obj_value: 0.1
, comp_id: 15600, sub_comp_id: 0,num_vertices(sg) 16, obj_value: 0.2
, comp_id: 15684, sub_comp_id: 0,num_vertices(sg) 9, obj_value: 0.1
, comp_id: 15880, sub_comp_id: 5,num_vertices(sg) 8, obj_value: 2
, comp_id: 15957, sub_comp_id: 0,num_vertices(sg) 9, obj_value: 0.1
, comp_id: 16008, sub_comp_id: 0,num_vertices(sg) 8, obj_value: 0.1
