bench/sim_c1.gds DL
, comp_id: 5, sub_comp_id: 0,num_vertices(sg) 12, obj_value: 0.1
, comp_id: 174, sub_comp_id: 1,num_vertices(sg) 21, obj_value: 0.2
, comp_id: 189, sub_comp_id: 1,num_vertices(sg) 20, obj_value: 0.1
, comp_id: 193, sub_comp_id: 0,num_vertices(sg) 17, obj_value: 0.1
, comp_id: 223, sub_comp_id: 1,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 271, sub_comp_id: 0,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 271, sub_comp_id: 1,num_vertices(sg) 25, obj_value: 0.1
, comp_id: 279, sub_comp_id: 3,num_vertices(sg) 22, obj_value: 0.2
, comp_id: 279, sub_comp_id: 6,num_vertices(sg) 34, obj_value: 1
, comp_id: 279, sub_comp_id: 7,num_vertices(sg) 26, obj_value: 1.1
, comp_id: 291, sub_comp_id: 2,num_vertices(sg) 16, obj_value: 0.1
, comp_id: 312, sub_comp_id: 2,num_vertices(sg) 15, obj_value: 0.1
, comp_id: 321, sub_comp_id: 1,num_vertices(sg) 13, obj_value: 0.1
, comp_id: 350, sub_comp_id: 2,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 353, sub_comp_id: 0,num_vertices(sg) 15, obj_value: 0.1
, comp_id: 373, sub_comp_id: 0,num_vertices(sg) 13, obj_value: 0.1
, comp_id: 378, sub_comp_id: 2,num_vertices(sg) 11, obj_value: 0.1
, comp_id: 379, sub_comp_id: 0,num_vertices(sg) 15, obj_value: 0.1
, comp_id: 388, sub_comp_id: 0,num_vertices(sg) 18, obj_value: 0.1
, comp_id: 434, sub_comp_id: 0,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 454, sub_comp_id: 0,num_vertices(sg) 15, obj_value: 0.1
, comp_id: 454, sub_comp_id: 4,num_vertices(sg) 15, obj_value: 0.1
, comp_id: 459, sub_comp_id: 1,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 460, sub_comp_id: 0,num_vertices(sg) 16, obj_value: 0.1
, comp_id: 482, sub_comp_id: 0,num_vertices(sg) 12, obj_value: 0.1
, comp_id: 504, sub_comp_id: 2,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 516, sub_comp_id: 0,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 522, sub_comp_id: 0,num_vertices(sg) 17, obj_value: 0.1
, comp_id: 522, sub_comp_id: 1,num_vertices(sg) 12, obj_value: 0.1
, comp_id: 522, sub_comp_id: 2,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 523, sub_comp_id: 2,num_vertices(sg) 28, obj_value: 0.2
, comp_id: 523, sub_comp_id: 6,num_vertices(sg) 15, obj_value: 0.1
, comp_id: 537, sub_comp_id: 1,num_vertices(sg) 13, obj_value: 0.1
, comp_id: 592, sub_comp_id: 0,num_vertices(sg) 23, obj_value: 1.2
, comp_id: 593, sub_comp_id: 1,num_vertices(sg) 11, obj_value: 0.1
, comp_id: 595, sub_comp_id: 0,num_vertices(sg) 12, obj_value: 0.1
, comp_id: 605, sub_comp_id: 2,num_vertices(sg) 14, obj_value: 0.1
, comp_id: 606, sub_comp_id: 2,num_vertices(sg) 14, obj_value: 0.1
, comp_id: 630, sub_comp_id: 2,num_vertices(sg) 17, obj_value: 0.1
, comp_id: 656, sub_comp_id: 0,num_vertices(sg) 14, obj_value: 0.1
, comp_id: 666, sub_comp_id: 0,num_vertices(sg) 20, obj_value: 0.1
, comp_id: 669, sub_comp_id: 2,num_vertices(sg) 12, obj_value: 0.1
, comp_id: 698, sub_comp_id: 0,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 713, sub_comp_id: 0,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 717, sub_comp_id: 0,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 717, sub_comp_id: 2,num_vertices(sg) 13, obj_value: 0.1
, comp_id: 742, sub_comp_id: 2,num_vertices(sg) 15, obj_value: 0.1
, comp_id: 745, sub_comp_id: 2,num_vertices(sg) 20, obj_value: 1
, comp_id: 749, sub_comp_id: 0,num_vertices(sg) 12, obj_value: 0.1
, comp_id: 760, sub_comp_id: 0,num_vertices(sg) 12, obj_value: 0.1
, comp_id: 762, sub_comp_id: 0,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 763, sub_comp_id: 0,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 778, sub_comp_id: 0,num_vertices(sg) 13, obj_value: 0.1
, comp_id: 827, sub_comp_id: 0,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 835, sub_comp_id: 2,num_vertices(sg) 16, obj_value: 0.1
, comp_id: 835, sub_comp_id: 4,num_vertices(sg) 12, obj_value: 0.1
, comp_id: 835, sub_comp_id: 5,num_vertices(sg) 14, obj_value: 0.1
, comp_id: 835, sub_comp_id: 7,num_vertices(sg) 19, obj_value: 0.1
, comp_id: 866, sub_comp_id: 0,num_vertices(sg) 17, obj_value: 0.1
, comp_id: 875, sub_comp_id: 0,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 885, sub_comp_id: 1,num_vertices(sg) 9, obj_value: 0.1
, comp_id: 886, sub_comp_id: 1,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 886, sub_comp_id: 3,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 888, sub_comp_id: 2,num_vertices(sg) 13, obj_value: 0.1
, comp_id: 892, sub_comp_id: 0,num_vertices(sg) 19, obj_value: 0.1
, comp_id: 893, sub_comp_id: 0,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 896, sub_comp_id: 0,num_vertices(sg) 17, obj_value: 0.1
, comp_id: 948, sub_comp_id: 0,num_vertices(sg) 17, obj_value: 0.1
, comp_id: 957, sub_comp_id: 0,num_vertices(sg) 12, obj_value: 0.1
, comp_id: 1023, sub_comp_id: 1,num_vertices(sg) 12, obj_value: 0.1
, comp_id: 1030, sub_comp_id: 0,num_vertices(sg) 34, obj_value: 1.3
, comp_id: 1039, sub_comp_id: 0,num_vertices(sg) 16, obj_value: 0.1
, comp_id: 1075, sub_comp_id: 0,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 1077, sub_comp_id: 2,num_vertices(sg) 15, obj_value: 0.1
, comp_id: 1081, sub_comp_id: 0,num_vertices(sg) 23, obj_value: 0.2
, comp_id: 1147, sub_comp_id: 0,num_vertices(sg) 17, obj_value: 0.1
, comp_id: 1149, sub_comp_id: 0,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 1170, sub_comp_id: 0,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 1180, sub_comp_id: 0,num_vertices(sg) 20, obj_value: 1
, comp_id: 1181, sub_comp_id: 0,num_vertices(sg) 15, obj_value: 0.1
, comp_id: 1191, sub_comp_id: 1,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 1201, sub_comp_id: 0,num_vertices(sg) 20, obj_value: 0.2
, comp_id: 1204, sub_comp_id: 0,num_vertices(sg) 32, obj_value: 1.3
, comp_id: 1211, sub_comp_id: 2,num_vertices(sg) 13, obj_value: 0.1
, comp_id: 1216, sub_comp_id: 2,num_vertices(sg) 27, obj_value: 0.2
, comp_id: 1216, sub_comp_id: 3,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 1224, sub_comp_id: 0,num_vertices(sg) 19, obj_value: 0.2
, comp_id: 1231, sub_comp_id: 1,num_vertices(sg) 15, obj_value: 0.1
, comp_id: 1258, sub_comp_id: 1,num_vertices(sg) 51, obj_value: 0.3
, comp_id: 1276, sub_comp_id: 0,num_vertices(sg) 11, obj_value: 0.1
, comp_id: 1289, sub_comp_id: 0,num_vertices(sg) 13, obj_value: 0.1
, comp_id: 1295, sub_comp_id: 1,num_vertices(sg) 13, obj_value: 0.1
, comp_id: 1309, sub_comp_id: 0,num_vertices(sg) 16, obj_value: 0.1
, comp_id: 1313, sub_comp_id: 2,num_vertices(sg) 15, obj_value: 0.1
, comp_id: 1315, sub_comp_id: 0,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 1324, sub_comp_id: 2,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 1421, sub_comp_id: 0,num_vertices(sg) 11, obj_value: 0.1
, comp_id: 1446, sub_comp_id: 0,num_vertices(sg) 13, obj_value: 0.1
, comp_id: 1449, sub_comp_id: 1,num_vertices(sg) 35, obj_value: 1.2
, comp_id: 1451, sub_comp_id: 0,num_vertices(sg) 13, obj_value: 0.1
, comp_id: 1456, sub_comp_id: 2,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 1456, sub_comp_id: 3,num_vertices(sg) 14, obj_value: 0.1
, comp_id: 1466, sub_comp_id: 0,num_vertices(sg) 13, obj_value: 0.1
, comp_id: 1477, sub_comp_id: 0,num_vertices(sg) 11, obj_value: 0.1
, comp_id: 1493, sub_comp_id: 0,num_vertices(sg) 14, obj_value: 0.1
, comp_id: 1551, sub_comp_id: 1,num_vertices(sg) 34, obj_value: 0.3
, comp_id: 1581, sub_comp_id: 2,num_vertices(sg) 14, obj_value: 0.1
, comp_id: 1598, sub_comp_id: 1,num_vertices(sg) 12, obj_value: 0.1
, comp_id: 1602, sub_comp_id: 0,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 1606, sub_comp_id: 0,num_vertices(sg) 33, obj_value: 1.3
, comp_id: 1607, sub_comp_id: 0,num_vertices(sg) 13, obj_value: 0.1
, comp_id: 1609, sub_comp_id: 0,num_vertices(sg) 12, obj_value: 0.1
, comp_id: 1609, sub_comp_id: 1,num_vertices(sg) 13, obj_value: 0.1
, comp_id: 1623, sub_comp_id: 1,num_vertices(sg) 35, obj_value: 1.5
, comp_id: 1630, sub_comp_id: 0,num_vertices(sg) 12, obj_value: 0.1
, comp_id: 1630, sub_comp_id: 1,num_vertices(sg) 14, obj_value: 0.1
, comp_id: 1651, sub_comp_id: 0,num_vertices(sg) 12, obj_value: 0.1
, comp_id: 1706, sub_comp_id: 2,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 1706, sub_comp_id: 3,num_vertices(sg) 12, obj_value: 0.1
, comp_id: 1709, sub_comp_id: 1,num_vertices(sg) 25, obj_value: 0.2
, comp_id: 1711, sub_comp_id: 1,num_vertices(sg) 22, obj_value: 0.2
, comp_id: 1738, sub_comp_id: 2,num_vertices(sg) 14, obj_value: 0.1
, comp_id: 1752, sub_comp_id: 0,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 1754, sub_comp_id: 0,num_vertices(sg) 17, obj_value: 0.1
, comp_id: 1755, sub_comp_id: 0,num_vertices(sg) 29, obj_value: 0.3
, comp_id: 1756, sub_comp_id: 0,num_vertices(sg) 33, obj_value: 2.2
, comp_id: 1758, sub_comp_id: 2,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 1772, sub_comp_id: 2,num_vertices(sg) 17, obj_value: 0.1
, comp_id: 1772, sub_comp_id: 3,num_vertices(sg) 12, obj_value: 0.1
, comp_id: 1842, sub_comp_id: 0,num_vertices(sg) 15, obj_value: 0.1
, comp_id: 1845, sub_comp_id: 0,num_vertices(sg) 17, obj_value: 0.1
, comp_id: 1845, sub_comp_id: 2,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 1865, sub_comp_id: 3,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 1880, sub_comp_id: 0,num_vertices(sg) 17, obj_value: 0.1
, comp_id: 1884, sub_comp_id: 3,num_vertices(sg) 13, obj_value: 0.1
, comp_id: 1886, sub_comp_id: 2,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 1886, sub_comp_id: 3,num_vertices(sg) 11, obj_value: 0.1
, comp_id: 1886, sub_comp_id: 6,num_vertices(sg) 15, obj_value: 1
, comp_id: 1888, sub_comp_id: 3,num_vertices(sg) 13, obj_value: 0.1
, comp_id: 1894, sub_comp_id: 0,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 1902, sub_comp_id: 0,num_vertices(sg) 17, obj_value: 0.1
, comp_id: 1909, sub_comp_id: 2,num_vertices(sg) 14, obj_value: 0.1
, comp_id: 1915, sub_comp_id: 0,num_vertices(sg) 16, obj_value: 0.1
, comp_id: 1919, sub_comp_id: 1,num_vertices(sg) 14, obj_value: 0.1
, comp_id: 1928, sub_comp_id: 0,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 1941, sub_comp_id: 0,num_vertices(sg) 14, obj_value: 0.1
, comp_id: 2018, sub_comp_id: 0,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 2022, sub_comp_id: 2,num_vertices(sg) 14, obj_value: 0.1
, comp_id: 2049, sub_comp_id: 1,num_vertices(sg) 17, obj_value: 0.1
, comp_id: 2054, sub_comp_id: 0,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 2066, sub_comp_id: 1,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 2068, sub_comp_id: 2,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 2138, sub_comp_id: 2,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 2139, sub_comp_id: 1,num_vertices(sg) 11, obj_value: 0.1
, comp_id: 2145, sub_comp_id: 0,num_vertices(sg) 12, obj_value: 0.1
, comp_id: 2149, sub_comp_id: 2,num_vertices(sg) 16, obj_value: 0.1
, comp_id: 2150, sub_comp_id: 1,num_vertices(sg) 9, obj_value: 0.1
, comp_id: 2161, sub_comp_id: 1,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 2173, sub_comp_id: 0,num_vertices(sg) 13, obj_value: 0.1
, comp_id: 2185, sub_comp_id: 0,num_vertices(sg) 13, obj_value: 0.1
, comp_id: 2209, sub_comp_id: 2,num_vertices(sg) 12, obj_value: 0.1
bench/sim_c10.gds DL
, comp_id: 2, sub_comp_id: 0,num_vertices(sg) 17, obj_value: 0.1
, comp_id: 148, sub_comp_id: 0,num_vertices(sg) 13, obj_value: 0.1
, comp_id: 189, sub_comp_id: 0,num_vertices(sg) 9, obj_value: 0.1
, comp_id: 286, sub_comp_id: 1,num_vertices(sg) 14, obj_value: 0.1
, comp_id: 296, sub_comp_id: 0,num_vertices(sg) 18, obj_value: 0.1
, comp_id: 417, sub_comp_id: 0,num_vertices(sg) 13, obj_value: 0.1
, comp_id: 451, sub_comp_id: 0,num_vertices(sg) 16, obj_value: 0.1
, comp_id: 555, sub_comp_id: 0,num_vertices(sg) 9, obj_value: 0.1
, comp_id: 611, sub_comp_id: 0,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 633, sub_comp_id: 0,num_vertices(sg) 14, obj_value: 0.1
, comp_id: 691, sub_comp_id: 0,num_vertices(sg) 17, obj_value: 0.1
, comp_id: 765, sub_comp_id: 1,num_vertices(sg) 12, obj_value: 0.1
, comp_id: 804, sub_comp_id: 0,num_vertices(sg) 17, obj_value: 0.1
, comp_id: 1055, sub_comp_id: 2,num_vertices(sg) 14, obj_value: 0.1
, comp_id: 1218, sub_comp_id: 0,num_vertices(sg) 16, obj_value: 1
, comp_id: 1247, sub_comp_id: 0,num_vertices(sg) 13, obj_value: 0.1
, comp_id: 1331, sub_comp_id: 0,num_vertices(sg) 11, obj_value: 0.1
, comp_id: 1390, sub_comp_id: 1,num_vertices(sg) 19, obj_value: 0.1
, comp_id: 1485, sub_comp_id: 0,num_vertices(sg) 9, obj_value: 0.1
, comp_id: 1664, sub_comp_id: 0,num_vertices(sg) 14, obj_value: 0.1
, comp_id: 1702, sub_comp_id: 0,num_vertices(sg) 17, obj_value: 0.1
, comp_id: 1704, sub_comp_id: 0,num_vertices(sg) 10, obj_value: 0.1
bench/sim_s1.gds DL
, comp_id: 221, sub_comp_id: 0,num_vertices(sg) 12, obj_value: 0.1
, comp_id: 237, sub_comp_id: 0,num_vertices(sg) 9, obj_value: 0.1
bench/sim_s2.gds DL
, comp_id: 5, sub_comp_id: 0,num_vertices(sg) 8, obj_value: 1
, comp_id: 111, sub_comp_id: 0,num_vertices(sg) 9, obj_value: 0.1
, comp_id: 256, sub_comp_id: 15,num_vertices(sg) 23, obj_value: 1
, comp_id: 297, sub_comp_id: 0,num_vertices(sg) 14, obj_value: 0.1
, comp_id: 404, sub_comp_id: 9,num_vertices(sg) 18, obj_value: 1
, comp_id: 611, sub_comp_id: 1,num_vertices(sg) 17, obj_value: 0.1
, comp_id: 675, sub_comp_id: 0,num_vertices(sg) 9, obj_value: 0.1
, comp_id: 720, sub_comp_id: 0,num_vertices(sg) 9, obj_value: 0.1
, comp_id: 771, sub_comp_id: 1,num_vertices(sg) 8, obj_value: 1
, comp_id: 974, sub_comp_id: 2,num_vertices(sg) 9, obj_value: 1
, comp_id: 1003, sub_comp_id: 0,num_vertices(sg) 12, obj_value: 0.1
, comp_id: 1181, sub_comp_id: 1,num_vertices(sg) 18, obj_value: 1
, comp_id: 1202, sub_comp_id: 0,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 1253, sub_comp_id: 0,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 1358, sub_comp_id: 1,num_vertices(sg) 8, obj_value: 0.1
, comp_id: 1386, sub_comp_id: 1,num_vertices(sg) 22, obj_value: 0.1
, comp_id: 1473, sub_comp_id: 1,num_vertices(sg) 7, obj_value: 1
, comp_id: 1521, sub_comp_id: 0,num_vertices(sg) 9, obj_value: 0.1
, comp_id: 1544, sub_comp_id: 0,num_vertices(sg) 9, obj_value: 0.1
, comp_id: 1587, sub_comp_id: 0,num_vertices(sg) 11, obj_value: 0.1
, comp_id: 1616, sub_comp_id: 0,num_vertices(sg) 9, obj_value: 0.1
, comp_id: 1716, sub_comp_id: 0,num_vertices(sg) 19, obj_value: 0.1
, comp_id: 1733, sub_comp_id: 1,num_vertices(sg) 13, obj_value: 0.1
, comp_id: 1843, sub_comp_id: 4,num_vertices(sg) 20, obj_value: 1
, comp_id: 1885, sub_comp_id: 0,num_vertices(sg) 9, obj_value: 0.1
, comp_id: 1917, sub_comp_id: 0,num_vertices(sg) 9, obj_value: 0.1
, comp_id: 2051, sub_comp_id: 5,num_vertices(sg) 8, obj_value: 1
, comp_id: 2069, sub_comp_id: 0,num_vertices(sg) 9, obj_value: 1
, comp_id: 2111, sub_comp_id: 5,num_vertices(sg) 7, obj_value: 1
, comp_id: 2112, sub_comp_id: 5,num_vertices(sg) 8, obj_value: 1
, comp_id: 2120, sub_comp_id: 0,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 2352, sub_comp_id: 0,num_vertices(sg) 15, obj_value: 0.1
, comp_id: 2407, sub_comp_id: 5,num_vertices(sg) 8, obj_value: 1
, comp_id: 2412, sub_comp_id: 0,num_vertices(sg) 9, obj_value: 0.1
, comp_id: 2635, sub_comp_id: 0,num_vertices(sg) 8, obj_value: 1
, comp_id: 2684, sub_comp_id: 0,num_vertices(sg) 9, obj_value: 0.1
, comp_id: 2818, sub_comp_id: 2,num_vertices(sg) 11, obj_value: 0.1
, comp_id: 2960, sub_comp_id: 0,num_vertices(sg) 8, obj_value: 0.1
, comp_id: 2964, sub_comp_id: 0,num_vertices(sg) 17, obj_value: 0.1
, comp_id: 2979, sub_comp_id: 0,num_vertices(sg) 9, obj_value: 0.1
, comp_id: 3000, sub_comp_id: 1,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 3093, sub_comp_id: 0,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 3128, sub_comp_id: 0,num_vertices(sg) 11, obj_value: 0.1
, comp_id: 3136, sub_comp_id: 1,num_vertices(sg) 11, obj_value: 0.1
, comp_id: 3143, sub_comp_id: 5,num_vertices(sg) 8, obj_value: 1
, comp_id: 3151, sub_comp_id: 0,num_vertices(sg) 16, obj_value: 0.1
, comp_id: 3203, sub_comp_id: 2,num_vertices(sg) 9, obj_value: 0.1
, comp_id: 3211, sub_comp_id: 0,num_vertices(sg) 12, obj_value: 0.1
, comp_id: 3259, sub_comp_id: 0,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 3439, sub_comp_id: 2,num_vertices(sg) 9, obj_value: 0.1
, comp_id: 3462, sub_comp_id: 0,num_vertices(sg) 9, obj_value: 0.1
, comp_id: 3473, sub_comp_id: 0,num_vertices(sg) 9, obj_value: 0.1
, comp_id: 3521, sub_comp_id: 5,num_vertices(sg) 8, obj_value: 1
, comp_id: 3729, sub_comp_id: 2,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 3853, sub_comp_id: 0,num_vertices(sg) 12, obj_value: 0.1
, comp_id: 4073, sub_comp_id: 0,num_vertices(sg) 12, obj_value: 0.1
, comp_id: 4082, sub_comp_id: 0,num_vertices(sg) 9, obj_value: 0.1
, comp_id: 4144, sub_comp_id: 1,num_vertices(sg) 16, obj_value: 0.1
, comp_id: 4161, sub_comp_id: 0,num_vertices(sg) 12, obj_value: 0.1
, comp_id: 4166, sub_comp_id: 5,num_vertices(sg) 7, obj_value: 1
, comp_id: 4217, sub_comp_id: 0,num_vertices(sg) 8, obj_value: 1
, comp_id: 4249, sub_comp_id: 0,num_vertices(sg) 9, obj_value: 0.1
, comp_id: 4388, sub_comp_id: 0,num_vertices(sg) 12, obj_value: 0.1
, comp_id: 4430, sub_comp_id: 0,num_vertices(sg) 11, obj_value: 0.1
, comp_id: 4526, sub_comp_id: 0,num_vertices(sg) 14, obj_value: 0.1
, comp_id: 4664, sub_comp_id: 0,num_vertices(sg) 13, obj_value: 0.1
, comp_id: 4676, sub_comp_id: 0,num_vertices(sg) 10, obj_value: 0.1
, comp_id: 4786, sub_comp_id: 5,num_vertices(sg) 8, obj_value: 1
, comp_id: 4792, sub_comp_id: 0,num_vertices(sg) 12, obj_value: 0.1
, comp_id: 4952, sub_comp_id: 2,num_vertices(sg) 9, obj_value: 0.1
, comp_id: 5031, sub_comp_id: 4,num_vertices(sg) 9, obj_value: 0.1
, comp_id: 5122, sub_comp_id: 0,num_vertices(sg) 11, obj_value: 0.1
, comp_id: 5125, sub_comp_id: 0,num_vertices(sg) 9, obj_value: 0.1
bench/sim_s3.gds DL
, comp_id: 39, sub_comp_id: 5,num_vertices(sg) 9, obj_value: 1
, comp_id: 523, sub_comp_id: 1,num_vertices(sg) 17, obj_value: 0.1
, comp_id: 581, sub_comp_id: 5,num_vertices(sg) 8, obj_value: 1
, comp_id: 907, sub_comp_id: 0,num_vertices(sg) 8, obj_value: 1
, comp_id: 936, sub_comp_id: 4,num_vertices(sg) 17, obj_value: 0.1
, comp_id: 1600, sub_comp_id: 9,num_vertices(sg) 8, obj_value: 1
, comp_id: 1970, sub_comp_id: 5,num_vertices(sg) 9, obj_value: 1
, comp_id: 2091, sub_comp_id: 0,num_vertices(sg) 9, obj_value: 1
, comp_id: 2195, sub_comp_id: 0,num_vertices(sg) 8, obj_value: 1
, comp_id: 2287, sub_comp_id: 0,num_vertices(sg) 18, obj_value: 0.1
, comp_id: 2292, sub_comp_id: 4,num_vertices(sg) 22, obj_value: 1
, comp_id: 2553, sub_comp_id: 5,num_vertices(sg) 8, obj_value: 1
, comp_id: 2905, sub_comp_id: 5,num_vertices(sg) 8, obj_value: 1
